trial,brick_id,arm,pos_err_m,yaw_err_deg,offset_u_m,offset_v_m,time_to_place_s,rrt_nodes,rrt_path_length,trial_collisions,build_time_s
2,8,right,0.008122525970377669,1.4931085124695582,-0.001966038566171765,0.0030082734759138124,2.2414571276959228,1006,3.13819772830004,0,20.131960461575286
3,1,left,0.007104564732478002,1.3059440150722266,0.0005429386897672454,0.0006846849904167154,2.7066063988204716,1050,2.858702659776472,0,16.608114776658596
3,2,left,0.006850466553803296,3.063863785153378,-0.0043745030264616515,-0.0019624393202033897,1.5418599683088028,886,2.7750342352561748,0,16.608114776658596
3,3,left,0.005882242290535705,1.8743164384755868,-0.010546370348139787,-0.004401135736172972,2.392788129086084,797,2.7612857686181442,0,16.608114776658596
3,4,left,0.015347654113285257,0.497060022704795,0.0020493333056430573,0.005186092933216777,1.6426942989222113,880,3.510935030424698,0,16.608114776658596
3,5,right,0.009739064297866475,1.1197062212903752,-0.0014290424638479914,-0.0007991624700268654,1.8925948273733824,855,3.3886154090180556,0,16.608114776658596
3,6,right,0.012050863271279313,1.411053845039522,5.063585484850826e-07,-0.0021646741006285425,2.0030462662597612,892,4.037267323572238,0,16.608114776658596
3,7,right,0.01429341960990097,0.7421656741831395,0.0015669463014489446,-0.003337234415950254,2.2930071644449947,921,3.3920573613566445,0,16.608114776658596
3,8,right,0.0010216560521032298,1.4726522029286178,-0.002829148844699694,0.0007911516130695587,2.1273296976137175,876,3.1586046927736158,0,16.608114776658596
4,1,left,0.013885967891972628,1.0578898412941895,0.001775963938122597,-0.0011157437439638697,1.702170381117533,926,3.890940085665674,1,18.305125024204937
4,2,left,0.0018645543803354498,1.0028848661262637,-0.006317391064223694,-0.00100336851706763,2.317510033807266,946,3.892924642163978,1,18.305125024204937
4,3,left,0.012709647555910775,2.246360715700675,0.004967929060782353,-0.0008897128606041251,1.949307350409729,844,3.5958335738379414,1,18.305125024204937
4,4,left,0.0032867855075405378,1.0856093654969043,0.004505213932387559,0.005461938472940405,1.994808811683422,774,3.17321873084072,1,18.305125024204937
4,5,right,0.003311971229620737,2.106737059966033,-0.004193582571472478,-0.0030411520993211968,1.8517203290396334,802,2.9315438890413676,1,18.305125024204937
4,6,right,0.009248037886204976,1.5652568833346638,0.0018262003741815588,0.00021610071969773375,2.023986411355129,1029,2.374704689278103,1,18.305125024204937
4,7,right,0.005635586299235578,3.5667699304086904,0.005079503915060424,-0.0017128309845653837,2.2080968302423973,985,3.2931512080548675,1,18.305125024204937
4,8,right,0.008937603570794784,0.6819928411563709,-0.0009151351947141529,0.0011501815930604854,2.3499586980239195,815,3.1499963878721693,1,18.305125024204937
5,1,left,0.005025647084749743,1.3213837150987162,6.855633336395599e-05,0.003986881771310968,2.316346585903134,967,3.4216466005296375,1,20.962911095317946
5,2,left,0.01731061240138434,0.0021133752399082883,-0.002746196585740954,0.00032364133302909914,2.3196489040936186,771,2.6993411143575443,1,20.962911095317946
5,3,left,0.001594888251524585,1.463781963610196,0.0016576450759713225,-0.0042382976516771,1.4383277611239815,904,3.011289586544666,1,20.962911095317946
5,4,left,0.009837543086866447,5.07701165702846,0.0031803882336088,-0.002114019788609647,1.8081796601645508,915,3.528211390166968,1,20.962911095317946
5,5,right,0.006425035311101711,3.1438125588795707,-0.011958362226324936,-0.003889416984224283,1.5411519935242215,713,2.9286942239379297,1,20.962911095317946
5,6,right,0.010997735598910962,1.3186740491651112,0.00796611679360615,-0.00020741380417841864,2.22602096625742,907,2.865040710469015,1,20.962911095317946
5,7,right,0.0056223985912050595,0.6671196877598086,0.00482151011627161,0.005162309493497951,1.714009159040166,931,2.7837824243369864,1,20.962911095317946
5,8,right,0.009898788353852809,0.10145650449148169,-0.003630004276852386,-0.0016017007151206638,1.8636081833469231,847,3.371156176277967,1,20.962911095317946
6,1,left,0.009447687415715375,0.9943283094813724,0.006403334499431898,-0.0009944645162917641,2.376929224475684,930,3.1475449879186623,0,18.657324004564963
6,2,left,0.009395103576185181,2.446188317432252,0.0009611435599024518,0.0032287204723991567,1.8347262676273468,926,3.1896548608184574,0,18.657324004564963
6,3,left,0.009255632845830215,0.2462595040146186,-0.006704304677937647,-0.001376025854817999,1.8719638088705162,1054,3.6423973479629197,0,18.657324004564963
6,4,left,0.004151635534633491,0.9557530581898049,0.001111953896492292,0.00185751335092618,1.7754520108037768,985,2.7432247095430387,0,18.657324004564963
6,5,right,0.008025356249449073,1.333847845575165,0.0005491210690392491,0.0017423312859893901,1.8333594451494981,886,2.8882070413098324,0,18.657324004564963
6,6,right,0.009721205435830212,1.5993511417880575,0.0021991884434233795,-0.0008587462006670756,2.0326025995513697,875,3.57421885018606,0,18.657324004564963
6,7,right,0.018946109908346373,0.30296350186367693,0.005371109891830116,-0.0021584406998543713,1.6869367223907983,662,2.9826017968269465,0,18.657324004564963
6,8,right,0.01768166004898961,0.8642566283703063,-0.009365750117966658,-0.0008919700880929063,2.1383772061586988,893,3.5163224486760325,0,18.657324004564963
7,1,left,0.010673304072431989,1.738689245046329,-0.005820897117908476,-0.0026630869671436792,2.4289093190352546,884,3.7615285568266232,1,18.689290452472104
7,2,left,0.02378315888037871,1.354937293993617,-0.0021706228646650276,-0.002823366287774875,1.9240730531936203,936,2.5736963711277943,1,18.689290452472104
7,3,left,0.010549883610604487,1.8886875964401382,-0.004719394650625012,-0.005059404453702306,1.7573606647317501,919,3.128309349820098,1,18.689290452472104
7,4,left,0.00698648972420794,1.322032944371966,0.004241097845394305,0.001987997911156452,1.9239327772195005,944,3.318567200323464,1,18.689290452472104
7,5,right,0.01614029321092427,1.015750068999254,-0.006193576023467021,-0.003733415362803226,1.6627965507876614,894,3.333718051399086,1,18.689290452472104
7,6,right,0.008204568234208648,1.7401107384119778,-0.000957889844532102,-0.0019587484339941364,2.052912002978407,915,2.6207490962339812,1,18.689290452472104
7,7,right,0.00772807897606238,0.6601831281073477,-0.008728934911546735,0.004008558300036513,2.305788746638372,879,3.3453817351356294,1,18.689290452472104
7,8,right,0.0016396878631995005,1.023732647908722,0.004286378895783953,0.005991889592243982,1.8384955409341142,833,3.2941793473239724,1,18.689290452472104
8,1,left,0.008996144489227769,3.7636307661507966,-0.003123530477132466,0.0024378038632609338,2.171790034157897,758,3.4061641611603246,0,15.555251374920193
8,2,left,0.021244461551955036,0.8180308301386585,0.0045775588940216196,0.0013442980918086107,1.6457406035884181,943,2.7862767793302403,0,15.555251374920193
8,3,left,0.008941104446353054,1.4677932885258382,-0.00769580790156313,0.0021414604094471983,1.9869535721605016,850,3.780471539608426,0,15.555251374920193
8,4,left,0.02138368373488453,3.630911554629608,-0.0024698299332972552,0.004087927919410024,1.631679859234951,706,3.844374798004758,0,15.555251374920193
8,5,right,0.01819731181042801,0.037897175627888746,-0.0017173376990440154,-0.0005697715230667712,1.616755451406021,946,3.4098029501144347,0,15.555251374920193
8,6,right,0.0020223775207227736,2.4316109891675346,-0.0020239509724110363,-0.00042600964322256395,2.067280204898241,761,3.265756281190921,0,15.555251374920193
8,7,right,0.006438144202148759,1.0954963597170253,-0.006622444186692044,0.0017617775004083768,2.0968650593530267,830,3.2709584458547765,0,15.555251374920193
8,8,right,0.012850075347326403,0.18482241049814196,-0.005414538568755076,-0.0010270228159916471,2.095826874123997,763,2.553736664271729,0,15.555251374920193
9,1,left,0.0059091252153212785,1.670906421964881,-0.0042832489442189035,-0.0039504906331747245,2.311414855633869,927,4.15304091307363,2,18.96413367105105
9,2,left,0.00968075439489975,1.099843241934861,0.003750511207488922,0.003755175025695585,1.907702343306611,865,3.0083587316352083,2,18.96413367105105
9,3,left,0.011163206884715957,0.9246957041104196,0.0018844633432187952,-0.0007372845000387043,2.1396915354250763,719,2.8693179812332423,2,18.96413367105105
9,4,left,0.0048703346641542165,0.6218169333787176,-0.001206627927112982,0.003338897674980791,1.794762566505906,817,3.1772181835145887,2,18.96413367105105
9,5,right,0.012196694485765398,0.6536550696471308,-0.0013292166943848032,0.0019424540721284232,1.842202407681964,956,2.785968754383744,2,18.96413367105105
9,6,right,0.00795166139684693,0.47046544553752156,0.004114494211647971,-0.0010528571466539344,1.715209739445824,892,3.651207542939721,2,18.96413367105105
9,7,right,0.001122951381487691,0.6462681348628394,0.0016955218975157791,0.0023019517213836807,1.768463793196598,810,3.3791254866890843,2,18.96413367105105
9,8,right,0.019615151040127093,3.7435301854954797,0.004842049691666824,-0.00485961598317531,1.5868918894948991,980,3.675090037304775,2,18.96413367105105
10,1,left,0.008396139284028804,2.2785567134605884,-0.0022303001795141698,-0.002679391864754588,2.117691053542604,876,2.793972837708474,0,14.280329186908743
10,2,left,0.016195022603453145,1.881629210133257,0.005130115945783673,0.0019188792284937056,2.1245727654459117,999,3.454148457144511,0,14.280329186908743
10,3,left,0.021258404646214316,2.46080883733504,-0.007679045745840123,0.005045449857902472,2.3067339982904262,1008,3.30208536674235,0,14.280329186908743
10,4,left,0.013402500483810628,1.3216783661386675,0.00238194782699304,0.0001811577852732513,1.5779563160489345,895,3.1681081744572768,0,14.280329186908743
10,5,right,0.015190244666578562,1.2068672634548796,0.00026527426862518836,-0.0006087419543866432,1.623102424535401,887,2.901560697338995,0,14.280329186908743
10,6,right,0.0029987378443074144,1.4347587959599408,-0.0007361078249707633,0.0029871041576997708,2.162733103862709,982,3.215565282760584,0,14.280329186908743
10,7,right,0.004619818688123396,1.4067629428502144,0.007723986669630392,0.003299938951026251,1.9952485522804861,800,3.072357361195641,0,14.280329186908743
10,8,right,0.026829210342345883,1.3517308889819393,-0.003768396502352244,0.0009343585029103187,2.020531743669637,919,3.3092816091408492,0,14.280329186908743
11,1,left,0.0060750355045383515,0.5027522923594278,-0.01117107091945507,8.73298397300076e-05,2.1222655603376843,890,3.6856759315714007,1,15.72114199781685
11,2,left,0.0026913377324117513,2.1368629210821437,-0.0022788390707393705,-0.0022586757516858628,1.8237721396325561,873,3.770994113473802,1,15.72114199781685
11,3,left,0.03514179303902288,1.2213458861907749,-0.0005597918979209506,0.0003931734781384329,2.0135770116182097,1154,3.5405142299379158,1,15.72114199781685
11,4,left,0.005170941880194145,0.982900477749395,0.0054516081593526675,9.325676331345836e-05,1.90210806247492,901,3.334633250642174,1,15.72114199781685
11,5,right,0.009699863589744596,1.59994360116572,-0.008653794813356468,-0.00017523373157604733,1.8622161056794628,844,3.53241274306719,1,15.72114199781685
11,6,right,0.002631299334516372,0.8490755190401995,0.0016731857078834326,-0.003023678848870634,2.090720775653089,905,2.443221498675236,1,15.72114199781685
11,7,right,0.00016563423841187662,1.0674196093281876,-0.00016789473918130788,0.0006766795185305422,2.2382211622158676,811,2.7312113628396824,1,15.72114199781685
11,8,right,0.0036267045684504704,1.9469684271878673,-0.015010199064957928,-0.005111978587831126,1.9192363701429376,855,3.0366445490981095,1,15.72114199781685
12,1,left,0.01219735844217363,0.6826092243146742,-0.009213852419556716,0.0011690751159600067,2.139099998175673,888,3.835310442859705,0,17.376507338355104
12,2,left,0.005511170218821129,1.0647411304631405,0.0004195174859689518,-0.0032287356009563046,1.8558549342419626,931,3.42223283546005,0,17.376507338355104
12,3,left,0.005511329198982968,1.8945046548126803,-0.005777510182600132,0.0015882402213771665,2.228137173098425,749,3.072837380548615,0,17.376507338355104
12,4,left,0.004531978974706296,0.8571304684819576,0.011293049281224297,-0.0005091593892611348,1.9298274250239937,881,3.2302853151827335,0,17.376507338355104
12,5,right,0.008024066721744286,1.899184521328306,0.001857720491455001,0.0017686406581068064,1.6090727756169585,892,3.576115785953436,0,17.376507338355104
12,6,right,0.011463874553668613,1.7318363757407713,0.007201837549555929,0.0008680774708713333,1.8585248621522275,926,2.02776224965889,0,17.376507338355104
12,7,right,0.009531542945540199,0.16592195555674927,0.0028651760236007716,-0.0034872863404197913,1.8647770405772388,1009,3.00638794737093,0,17.376507338355104
12,8,right,0.01697168124961194,1.44482170612876,0.0007861626971605173,-0.003007031942072404,2.089214048851842,897,2.654103339119374,0,17.376507338355104
13,1,left,0.005031231624010254,1.2207671245111533,-0.0006370915837354575,0.0006693660552184984,2.2599513369270987,820,2.783364946951491,0,17.488335857318354
13,2,left,0.01241871686161012,0.3498947444418755,0.0027802188361961216,-0.00459214577177012,2.0766333859793114,958,3.3497545806825055,0,17.488335857318354
13,3,left,0.010527925935045581,1.3986240929977174,0.0036258743868328993,-0.0009078592784113397,1.8312001158742013,969,3.791709804269692,0,17.488335857318354
13,4,left,0.015177480218401436,1.1341594910218897,0.004600937230705462,0.0003635338478983859,1.8718066585218665,965,3.1762869415896273,0,17.488335857318354
13,5,right,0.005082852254505354,1.5803462266402453,0.0020412598612100275,0.0020102377266065694,1.76815750010599,960,3.351537041383358,0,17.488335857318354
13,6,right,0.0030607476523540856,0.8995531537458503,-0.006270262257517814,-0.003063135482034966,1.9462172635113697,878,3.065267212943763,0,17.488335857318354
13,7,right,0.010478807861929916,1.3896287223865718,0.0036968080080134295,-0.006323860025332329,1.9430013932404964,725,3.2144239707191185,0,17.488335857318354
13,8,right,0.007981468111102619,1.9125806356326724,-0.003002166464381399,0.0014554833376372136,1.9909393552287864,899,3.5944545267843075,0,17.488335857318354
14,1,left,0.01070960547476921,1.7843364769304406,0.0006115553242359447,-0.0022869703740829566,1.9130865856347412,856,3.417037785316784,0,19.611357278485002
14,2,left,0.004177499330394408,0.45494668267296445,0.0006578865274440518,0.00733539043517675,1.7151039775079175,1017,3.259936965594912,0,19.611357278485002
14,3,left,0.009644687672063853,1.4668360909171398,0.00872430108874475,-0.0013694134326741672,2.1784304330185384,848,3.1758992614394854,0,19.611357278485002
14,4,left,0.003712149790839123,2.06707557415592,-0.0011813141922234574,-0.0033438508892037803,1.7979950060217769,772,2.834848805312469,0,19.611357278485002
14,5,right,0.008907144184436541,2.885526516737702,0.00861180093987264,0.0007312574412049437,1.8139942324169926,934,3.224766593471984,0,19.611357278485002
14,6,right,0.008441582902448874,0.36113420412068953,0.003919469299687362,-0.0008301002702571402,1.8068408865739243,900,3.5179729011662513,0,19.611357278485002
14,7,right,0.008721455772105592,5.391462371326806,0.0058419810680645405,0.0037258799904414334,2.279272346191015,949,3.4393388188299534,0,19.611357278485002
14,8,right,0.01007864229338601,1.6204338941157514,-0.00476759673075033,0.003910695203424262,2.3124517382331367,1018,3.091330246525083,0,19.611357278485002
15,1,left,0.0070382512117186284,3.5544442739132336,0.0021122068308175456,-0.002965881448303818,2.2208245603402963,900,2.9000746646861932,0,15.695502317446465
15,2,left,0.023579258615959144,2.2628047453606097,-0.0014633766610640264,-0.006292352872830425,1.8238033458046174,878,2.925658929529343,0,15.695502317446465
15,3,left,0.013526830373511187,1.9730665495909514,0.00022336701852945982,-0.00026638934313750285,1.9358161940986138,1037,2.272155709299513,0,15.695502317446465
15,4,left,6.182977754716143e-06,1.2087167291625414,0.0028385231881648512,-0.0011527377386417105,2.053903957114561,982,3.2736231325086265,0,15.695502317446465
15,5,right,0.011850630289947366,0.8631101839302697,0.0006636787354720663,4.019540263460787e-06,2.1469554822988623,703,2.632926331936172,0,15.695502317446465
15,6,right,0.0032517182945025194,1.047235098140382,-0.005910948193864958,-0.0025825250355707105,2.4633461797963165,1044,3.0353002329261405,0,15.695502317446465
15,7,right,0.006545666838772804,0.055121752064839935,-0.005987111899464154,-0.0002545515949860293,1.6649536839652175,839,3.2594508381211327,0,15.695502317446465
15,8,right,0.00946483839113575,0.40770660950577764,-0.004801270179611102,0.0018985737438219194,2.1124999109947247,789,3.073520918167525,0,15.695502317446465
16,1,left,0.0074360484102223255,1.8045064625919354,0.004500730872821667,0.005801380455564561,2.5757138811840115,801,2.82938675553714,1,19.225930760949197
16,2,left,0.0260095267433438,0.9082835215805718,-0.0006143802396665782,-0.0019516908612167763,1.8733021961119856,843,2.848196148536423,1,19.225930760949197
16,3,left,0.017126531509104245,1.7320554326428432,-0.0011157400631162933,-0.002140661944111065,1.3648827079923715,789,2.4757525280078423,1,19.225930760949197
16,4,left,0.0009991351118064304,1.9949734076289785,0.007743382573927045,0.0012329477307026259,2.0054245592716073,827,3.4095803816770687,1,19.225930760949197
16,5,right,0.010914856936297384,1.5357242223696996,-0.003297315726780497,-0.003368305296812985,1.602253691960854,906,3.3308039475157263,1,19.225930760949197
16,6,right,0.004829896678168343,1.5423222216830912,0.009311280720734932,0.0038309424965941303,1.7197223419573429,1034,2.9876093981777143,1,19.225930760949197
16,7,right,0.01217949124981771,0.9527103729258194,-0.001029387061298089,-0.004678149705916827,2.242642328064624,1021,2.881235604281324,1,19.225930760949197
16,8,right,0.009207882970077085,0.8229091619179262,-0.00023122957106047506,0.005218944125793035,2.001675367504814,979,3.238965365183113,1,19.225930760949197
17,1,left,0.0062113693706802135,1.1307006724206392,0.003972489207490516,0.0019507470167350925,2.254485353302808,1022,3.7797379204945214,1,19.591556019488465
17,2,left,0.006500221240603459,2.9029235850919437,0.009720421854816306,0.0010910944510288884,1.975943446176505,995,2.3317538360818357,1,19.591556019488465
17,3,left,5.641037946115847e-05,1.2362810688704209,-0.007958376619911292,-6.970113255109861e-05,2.3657545232362884,965,3.267882618057125,1,19.591556019488465
17,4,left,0.00624378435958025,0.07751873352001049,0.005072898650891123,-0.004726857981511846,1.7094095370771025,807,2.813859522076495,1,19.591556019488465
17,5,right,0.0082139265072876,0.32770088089371807,0.004523130419602094,-0.0007533077641107375,1.336454755453169,820,3.693160773641079,1,19.591556019488465
17,6,right,0.00311197712291429,0.4919995329196446,-0.004050683712860768,0.0012118620622068347,2.056573990121355,1046,3.1188232225298522,1,19.591556019488465
17,7,right,0.009504177478490446,1.9142481379762464,-0.0033645249845264736,-6.674338454763222e-05,1.6733510222985337,918,3.5869865091700044,1,19.591556019488465
17,8,right,0.009171735293989167,1.1257144234022043,-0.011267932595795447,-0.003224298041453142,2.3209877469591573,921,3.3647886328507015,1,19.591556019488465
18,1,left,0.010631552041732717,1.0717172651457054,0.0025667783894827963,0.0013169730881666846,1.9912218828926411,817,4.123937768836031,0,18.937105557012405
18,2,left,0.009307373881552092,1.749558181367759,-0.0015172886779069876,0.0016868186157434797,1.7343264896478698,928,3.9651819230927012,0,18.937105557012405
18,3,left,0.009864710648789243,0.8957368317430547,-0.0015237760682866863,-0.0011334195982748158,2.1320069598310316,761,3.5448000201648537,0,18.937105557012405
18,4,left,0.006481253899429756,4.258413334881844,0.005757543154500442,-0.004544264327380618,2.014969819568541,932,2.557891501146973,0,18.937105557012405
18,5,right,0.007902810464916738,1.5336451642938904,0.0017473885010842781,0.004420834176759287,2.0963369515316894,670,3.0730245780649272,0,18.937105557012405
18,6,right,0.007341395889824195,3.411382005460264,0.0020184056321392338,-0.0027474704318893135,1.7905389149088693,1018,2.98297687195527,0,18.937105557012405
18,7,right,0.009848849956042498,2.3173905368369283,-0.00109499905590157,0.0017266395299996844,1.7077906284867428,994,3.0704060898014283,0,18.937105557012405
18,8,right,0.019134964350729623,1.616802366977045,0.0039104888484182395,-2.6384068456714357e-05,2.2356019556031375,866,4.091892736563819,0,18.937105557012405
19,1,left,0.013043749294251937,0.6887047164206437,0.005972941697671909,0.0029134170204687345,2.1215852139510814,882,3.116236469184157,2,14.864139167139003
19,2,left,0.00956212238527807,1.3087885307168516,0.004946562374309879,0.0027634522391843767,2.172298393900752,959,3.091628747936877,2,14.864139167139003
19,3,left,0.004284043331477682,0.21872205092528518,-0.0005006926993595618,-0.0013199631135891263,1.29954195276581,800,3.648336260561267,2,14.864139167139003
19,4,left,0.021271062311243635,2.0632232894155385,0.001740242378901211,0.006977339375645055,2.1558702206208276,875,2.9627119260518566,2,14.864139167139003
19,5,right,0.006697819953921873,1.1368655194494772,0.008803087504254254,-0.0003426296753335107,2.31641576407265,907,3.914127357689891,2,14.864139167139003
19,6,right,0.009429277690842508,0.7652333690893653,0.002758235730089925,0.0029656597273959454,1.9436551479300994,797,2.655896653484269,2,14.864139167139003
19,7,right,0.0022914543912550354,1.2656912156682525,-8.049472154885261e-05,-0.006781244272013557,1.9820788964247265,886,4.038399500090176,2,14.864139167139003
19,8,right,0.0021714483483217745,2.2235116083267386,0.003379878441098548,0.0003437533110716347,2.1925367315844575,962,2.8762054724428934,2,14.864139167139003
20,1,left,0.009313471891326152,0.8302241470847351,-0.0037352409159933184,-0.003215103980585233,2.0319005357207938,811,3.3291189856372996,1,15.253993966228922
20,2,left,0.0033996580233905463,0.4911125592427079,-0.003747620449291074,0.003975440186624516,2.0993152377637334,883,3.3994877764278897,1,15.253993966228922
20,3,left,0.00042876938931875157,2.3985085066828575,0.000407479015016013,0.0016443851389265883,2.127555127312584,740,2.5270694072835895,1,15.253993966228922
20,4,left,0.008841165164344586,1.9872151573319483,-0.011607184414278708,-0.003804041750531991,1.2813164159757322,881,3.1246463490942467,1,15.253993966228922
20,5,right,0.006302149160872409,4.873513168475865,0.003703689482953551,0.0016660806855257264,1.9084252718821737,978,2.734068761415584,1,15.253993966228922
20,6,right,0.016035021544740555,1.6495337563205128,-0.005581588123620305,0.0045491059401760086,1.8789065380548173,967,3.294782155487699,1,15.253993966228922
20,7,right,0.0075801673759993094,1.0580047052088597,-0.004819440551710231,0.0016535751861050825,2.1139895489315643,774,2.91026299223672,1,15.253993966228922
20,8,right,0.0056731146031910136,0.37445184683906907,-0.004371662911557165,0.002314599779285758,2.3051435080827076,888,3.0431840816517077,1,15.253993966228922
21,1,left,0.0047336995701777,0.6358672746445698,-0.006980842798753627,0.0004861786771886243,2.2864831833391714,773,3.2100514844864136,0,18.279848624078227
21,2,left,0.007120256818934658,1.1922367391378472,-0.007574335793142993,8.827072675491817e-05,2.25647570694274,722,3.338290631920632,0,18.279848624078227
21,3,left,0.012758488021150573,4.320590805133653,-0.009725481109848909,-0.007033029925256622,2.137694647263434,821,3.017788861998628,0,18.279848624078227
21,4,left,0.002454230986919227,1.0956973799432301,0.002267825987968191,0.0013576152569387758,1.9107741774965443,919,3.8311072819727547,0,18.279848624078227
21,5,right,0.003729624923820456,1.8796138923117534,-0.008530581896067438,-0.0009370663249676098,2.123414824652788,940,3.2781052125919095,0,18.279848624078227
21,6,right,0.007129261226261373,1.3729314378541946,-0.0002554717262666651,0.00023579611834511212,1.7892146213738978,942,4.365697859366168,0,18.279848624078227
21,7,right,0.0008920534426956998,0.7438859468286566,0.00027934483996716554,0.0022855643221273906,2.2894889797144753,915,3.6528209153656714,0,18.279848624078227
21,8,right,0.0013771915751547101,1.425037291135404,-0.00731925446904913,-0.0024923096448160073,2.149295499124022,898,3.313227435203996,0,18.279848624078227
22,1,left,0.011895276286869236,1.0777308833252712,0.00301829201026119,-0.007242323553093111,2.2673725926410975,780,3.2213831650469897,0,14.469559369394302
22,2,left,0.007523324650688319,1.092806898591666,-0.003039616175827218,0.0038186483062639907,2.1456668180657013,869,3.105421432014195,0,14.469559369394302
22,3,left,0.001731291637658212,0.14411057538272054,0.000771729554947595,0.007160855398721767,1.698470855949274,891,3.919315080369225,0,14.469559369394302
22,4,left,0.026889307704137905,1.2011996138490524,-0.004192082615908979,-0.00026796120810220354,1.5173992630682736,910,3.3800082693687328,0,14.469559369394302
22,5,right,0.007090322349424465,1.7931191177108774,-0.004356090586205861,-0.0008418013405141919,1.537362772429723,817,2.984875461457144,0,14.469559369394302
22,6,right,0.026396442083735167,3.669882749012676,0.005238339600556461,-0.0016044340146556737,1.5969064262494752,789,2.9872490024228973,0,14.469559369394302
22,7,right,0.003003760117287789,0.9205391010851534,-0.010426287570822793,0.0006108995361294037,1.7712105697112246,860,3.2565677893362177,0,14.469559369394302
22,8,right,0.0013014854994971466,2.3417444773645006,0.001558847140833057,0.003074765079376198,2.076470927493656,853,2.2897054385112994,0,14.469559369394302
23,1,left,0.0075473263610844115,1.2759580261666161,-0.003170556786693154,0.0018188734683261246,1.8004801333388964,983,2.640925534752639,2,19.28198143878995
23,2,left,0.005349194366578945,1.8764128569854532,-0.0056431812930072996,-0.0015878169200996797,2.0414869457817817,903,3.163651628149615,2,19.28198143878995
23,3,left,0.007876669943663263,0.33481275861599225,0.005487744323921079,-0.004105002892653352,1.894245565019055,834,3.244540171759245,2,19.28198143878995
23,4,left,0.006445467275732727,1.5039498925141523,0.004027368069682191,-0.002323955568786189,1.7267157438676055,925,3.003301032107946,2,19.28198143878995
